DISTRICT,SCHOOL,SCHOOL.LEVEL..x,X2009.2010.OVERALL.GRADE,X2009.2010.ENVIRONMENT.GRADE,X2009.2010.PERFORMANCE.GRADE,X2009.2010.PROGRESS.GRADE,X2008.2009.PROGRESS.REPORT.GRADE,X2010.2011.OVERALL.GRADE,X2010.2011.ENVIRONMENT.GRADE,X2010.2011.PERFORMANCE.GRADE,X2010.2011.PROGRESS.GRADE,X2009.2010.PROGRESS.REPORT.GRADE,BOROUGH
32,J.H.S. 162 The Willoughby,Middle,C,D,D,B,A,C ,C ,D ,C ,C,Brooklyn
32,P.S. 376,Elementary,B,A,C,B,A,C ,A ,B ,F ,B,Brooklyn
32,J.H.S. 296 The Halsey School,Middle,C,D,F,F,A,F ,F ,F ,F ,C,Brooklyn
32,P.S. 086 The Irvington,Elementary,C,A,C,D,A,B ,A ,B ,C ,C,Brooklyn
32,J.H.S. 383 Philippa Schuyler,Middle,C,D,F,C,B,B ,C ,C ,C ,C,Brooklyn
32,P.S. /I.S. 384 Frances E. Carter,K-8,A,A,C,A,A,B ,A ,C ,C ,A,Brooklyn
32,P.S. 106 Edward Everett Hale,Elementary,B,B,C,B,A,C ,B ,C ,D ,B,Brooklyn
32,I.S. 347 School of Humanities,Middle,C,C,C,B,A,C ,B ,C ,C ,C,Brooklyn
32,P.S. 075 Mayda Cortiella,Elementary,C,B,C,D,A,B ,B ,C ,C ,C,Brooklyn
32,P.S. 274 Kosciusko,Elementary,A,B,C,A,A,C ,B ,C ,C ,A,Brooklyn
32,All City Leadership Secondary School,High School,A,A,B,A,A,A ,A ,B ,A ,C,Brooklyn
32,P.S. 116 Elizabeth L Farrell,Elementary,A,B,C,A,A,A ,B ,B ,A ,A,Brooklyn
32,All City Leadership Secondary School,Middle,C,A,C,C,A,A ,A ,B ,A ,C,Brooklyn
32,P.S. 377 Alejandrina B. De Gautier,K-8,B,C,C,B,A,F ,F ,F ,F ,B,Brooklyn
32,"I.S. 349 Math, Science & Tech.",Middle,C,B,D,C,A,C ,C ,D ,C ,C,Brooklyn
32,P.S. 299 Thomas Warren Field,Elementary,B,D,D,A,B,D ,C ,D ,D ,B,Brooklyn
32,J.H.S. 291 Roland Hayes,Middle,C,C,D,C,B,C ,D ,D ,C ,C,Brooklyn
75,P.S. X010,Elementary,A,A,C,A,,B ,A ,B ,B ,A,Special District 75
75,South Richmond High School I.S./P.S. 25,Middle,B,A,F,B,,C ,B ,F ,C ,B,Special District 75
75,P.S. 368,Middle,D,B,F,D,,B ,F ,D ,B ,D,Special District 75
75,P.S. K140,K-8,D,F,D,D,,F ,F ,C ,D ,D,Special District 75
75,P.S. 168,Elementary,D,C,F,D,,C ,A ,C ,C ,D,Special District 75
75,P.S. Q224,Elementary,B,A,C,C,,B ,A ,B ,B ,B,Special District 75
75,P.S. X017,Middle,A,B,D,A,,A ,A ,B ,A ,A,Special District 75
75,The Vida Bogart School for All Children,Elementary,B,F,C,A,,C ,F ,C ,C ,B,Special District 75
75,P.S. 36,Middle,C,F,C,D,,A ,A ,C ,A ,C,Special District 75
75,P.S. Q256,Middle,A,B,B,B,,A ,A ,B ,A ,A,Special District 75
75,Robert E. Peary School,K-8,C,C,F,C,,A ,A ,C ,B ,C,Special District 75
75,P.S. X188,Middle,C,A,F,D,,D ,C ,C ,D ,C,Special District 75
75,P.S. 372 -The Children's School,Elementary,A,A,A,A,,A ,A ,A ,A ,A,Special District 75
75,P.S. 009,K-8,B,D,D,B,,A ,C ,D ,B ,B,Special District 75
75,P.S. K141,Middle,B,F,F,B,,C ,F ,C ,C ,B,Special District 75
75,P.S. R373,Elementary,B,A,D,B,,A ,C ,C ,B ,B,Special District 75
75,P.S. K231,Elementary,C,A,F,C,,B ,B ,B ,C ,C,Special District 75
75,P186X Walter J. Damrosch School,K-8,F,D,F,F,,C ,A ,C ,F ,F,Special District 75
75,P.S. K369 - Coy L. Cox School,K-8,B,C,F,B,,B ,A ,C ,C ,B,Special District 75
75,P.S. K771,K-8,A,A,B,B,,B ,A ,B ,C ,A,Special District 75
75,P.S. M094,Elementary,C,D,D,B,,D ,A ,F ,F ,C,Special District 75
75,P.S. M169 - Robert F. Kennedy,Middle,D,F,F,C,,B ,D ,F ,A ,D,Special District 75
75,P.S. M811 - Mickey Mantle School,Elementary,F,D,F,F,,C ,D ,C ,D ,F,Special District 75
75,P.S. Q004,Elementary,A,B,C,B,,A ,A ,B ,B ,A,Special District 75
75,P.S. K053,Middle,B,A,B,C,,A ,A ,B ,A ,B,Special District 75
75,P.S. Q023 @ Queens Children Center,K-8,B,B,D,C,,B ,B ,C ,C ,B,Special District 75
84,New Heights Academy Charter School,Middle,C,A,D,D,A,B ,B ,C ,B ,C,Special District 84
84,The Equity Project Charter School (TEP),Middle,,,,,,B ,A ,C ,B ,,Special District 84
84,Harlem Link Charter School,Elementary,D,B,C,F,F,C ,C ,C ,C ,D,Special District 84
84,John W. Lavelle Preparatory Charter School,Middle,,,,,,A ,A ,B ,B ,,Special District 84
84,Harriet Tubman Charter School,K-8,C,B,F,B,C,C ,A ,D ,C ,C,Special District 84
84,Community Roots Charter School,Elementary,F,A,D,F,,C ,A ,C ,F ,F,Special District 84
84,Family Life Academy Charter School,Elementary,B,A,C,C,A,B ,A ,C ,C ,B,Special District 84
84,Community Partnership Charter,Elementary,B,A,B,C,A,B ,C ,B ,B ,B,Special District 84
84,Brooklyn Scholars Charter School,Elementary,,,,,,B ,A ,C ,C ,,Special District 84
84,Merrick Academy Charter School,Elementary,C,D,C,F,A,F ,D ,C ,F ,C,Special District 84
84,Amber Charter School,Elementary,C,B,B,C,A,B ,B ,B ,A ,C,Special District 84
84,St. HOPE Leadership Academy Charter School,Middle,B,B,C,B,,C ,B ,C ,D ,B,Special District 84
84,Brooklyn Prospect Charter School,Middle,,,,,,A ,A ,B ,B ,,Special District 84
84,Brownsville Collegiate Charter School,Middle,,,,,,A ,A ,B ,B ,,Special District 84
84,New Heights Academy Charter School,High School,A,A,A,B,,B ,B ,C ,B ,C,Special District 84
84,The Bronx Lighthouse Charter School,K-8,B,A,C,B,A,D ,A ,C ,F ,B,Special District 84
84,Achievement First East New York School,Elementary,C,A,B,F,A,A ,A ,B ,B ,C,Special District 84
84,Harlem Success Academy 1 Charter School,Elementary,A,A,A,B,,A ,A ,A ,A ,A,Special District 84
84,Bronx Prep Charter School,High School,C,A,B,D,B,C ,A ,C ,D ,C,Special District 84
84,Excellence Charter School of Bedford Stuyvesant,Elementary,C,A,A,D,A,A ,A ,A ,B ,C,Special District 84
84,Brooklyn Excelsior Charter,K-8,A,A,A,A,A,B ,B ,A ,C ,A,Special District 84
84,Bronx Charter School for Arts,Elementary,B,B,C,B,A,D ,B ,C ,F ,B,Special District 84
84,Brooklyn Ascend Charter School,K-3,B,A,B,B,,C ,B ,C ,C ,B,Special District 84
84,Achievement First Bushwick Charter School,K-8,B,A,C,C,A,A ,A ,B ,A ,B,Special District 84
84,Girls Preparatory Charter School of New York,Elementary,C,A,B,F,A,C ,C ,B ,D ,C,Special District 84
84,Harlem Village Academy Charter School,High School,,,,,,A ,A ,A ,A ,B,Special District 84
84,Achievement First- Crown Heights Charter School,K-8,C,A,B,C,A,A ,A ,B ,A ,C,Special District 84
84,Williamsburg Collegiate Charter School,High School,,,,,,A ,A ,A ,A ,A,Special District 84
84,Williamsburg Collegiate Charter School,Middle,A,A,A,A,A,A ,A ,A ,A ,A,Special District 84
84,Bronx Prep Charter School,Middle,C,A,F,C,A,C ,A ,C ,D ,C,Special District 84
84,Ross Global Academy Charter School,K-8,C,F,F,F,A,,,,,C,Special District 84
84,The Opportunity Charter School,High School,,,,,,B ,C ,D ,B ,C,Special District 84
84,Bronx Charter School for Excellence,Elementary,A,A,A,A,A,A ,A ,A ,A ,A,Special District 84
84,Bronx Charter School for Children,Elementary,C,A,D,F,A,D ,B ,C ,F ,C,Special District 84
84,Future Leaders Institute Charter School,K-8,D,B,D,F,B,F ,C ,F ,F ,D,Special District 84
84,Fahari Academy Charter School,Middle,,,,,,D ,B ,D ,F ,,Special District 84
84,The Equality Charter School,Middle,,,,,,C ,A ,C ,C ,,Special District 84
84,Hyde Leadership Charter School,High School,,,,,,B ,A ,C ,C ,C,Special District 84
84,Harlem Children's Zone/Promise Academy II,Elementary,C,A,A,F,B,B ,B ,A ,B ,C,Special District 84
84,Bedford Stuyvesant Collegiate Charter School,Middle,A,A,B,A,,A ,A ,B ,B ,A,Special District 84
84,Achievement First- Crown Heights Charter School,High School,,,,,,A ,A ,B ,A ,C,Special District 84
84,South Bronx Classical Charter School,Elementary,D,B,B,F,,A ,A ,A ,A ,D,Special District 84
84,The Uft Charter School,High School,,,,,,C ,C ,D ,D ,D,Special District 84
84,Harlem Day Charter School,Elementary,C,B,F,F,A,D ,C ,D ,F ,C,Special District 84
84,Bronx Academy of Promise Charter School,K-3,B,A,B,A,,F ,A ,D ,F ,B,Special District 84
84,Kings Collegiate Charter School,Middle,A,A,B,A,A,B ,A ,B ,C ,A,Special District 84
84,Our World Neighborhood Charter,K-8,C,A,D,D,A,B ,B ,C ,B ,C,Special District 84
84,Bronx Charter School for Better Learning,Elementary,C,A,D,C,D,C ,A ,B ,D ,C,Special District 84
84,Coney Island Preparatory Public Charter School,Middle,,,,,,A ,A ,A ,A ,,Special District 84
84,"Renaissance Charter School, The",High School,B,A,B,B,A,C ,B ,C ,C ,B,Special District 84
84,Harlem Village Academy Charter School,Middle,B,A,C,C,A,A ,A ,A ,A ,B,Special District 84
84,Hyde Leadership Charter School,K-8,C,A,C,D,A,B ,A ,C ,C ,C,Special District 84
84,Brooklyn Charter School,Elementary,D,A,D,D,C,A ,A ,C ,A ,D,Special District 84
84,Summit Academy Charter School,Middle,,,,,,C ,A ,C ,C ,,Special District 84
84,Explore Charter School,K-8,B,A,C,B,A,C ,A ,C ,D ,B,Special District 84
84,Grand Concourse Charter School,Elementary,B,A,B,C,A,B ,A ,A ,B ,B,Special District 84
84,The Opportunity Charter School,Middle,C,B,F,C,A,B ,C ,D ,B ,C,Special District 84
84,Harbor Sciences and Arts Charter School,K-8,C,A,C,D,A,B ,A ,B ,C ,C,Special District 84
84,Achievement First Endeavor Charter School,Middle,C,B,C,C,A,A ,A ,B ,A ,C,Special District 84
84,Peninsula Preparatory Academy Charter School,Elementary,C,B,D,B,C,C ,B ,C ,C ,C,Special District 84
84,"Renaissance Charter School, The",K-8,B,A,C,B,A,C ,B ,C ,C ,B,Special District 84
84,Beginning With Children Charter School,K-8,C,B,D,C,B,C ,A ,C ,C ,C,Special District 84
84,Hellenic Classical Charter School,K-8,C,A,D,F,A,B ,A ,B ,C ,C,Special District 84
84,Manhattan Charter School,Elementary,B,A,B,B,,A ,B ,A ,B ,B,Special District 84
